"","Province_State","Date","Confirmed","Deaths","confirmed_changes","death_changes"
"4657","Maryland",2020-06-14,187,17,0,0
"4658","Maryland",2020-06-15,187,17,0,0
"4659","Maryland",2020-06-16,188,17,1,0
"4660","Maryland",2020-06-17,188,17,0,0
"4661","Maryland",2020-06-18,187,17,0,0
"4662","Maryland",2020-06-19,187,17,0,0
"4663","Maryland",2020-06-20,188,17,1,0
"4664","Maryland",2020-06-21,188,17,0,0
"4665","Maryland",2020-06-22,189,17,1,0
"4666","Maryland",2020-06-23,192,17,3,0
"4667","Maryland",2020-06-24,194,17,2,0
"4668","Maryland",2020-06-25,203,17,9,0
"4669","Maryland",2020-06-26,204,17,1,0
"4670","Maryland",2020-06-27,204,17,0,0
"4671","Maryland",2020-06-28,204,17,0,0
"4672","Maryland",2020-06-29,204,17,0,0
"4673","Maryland",2020-06-30,205,17,1,0
"4674","Maryland",2020-07-01,205,17,0,0
"4675","Maryland",2020-07-02,205,17,0,0
"4676","Maryland",2020-07-03,206,17,1,0
"4677","Maryland",2020-07-04,208,17,2,0
"4678","Maryland",2020-07-05,210,18,2,1
"4679","Maryland",2020-07-06,210,18,0,0
"4680","Maryland",2020-07-07,210,18,0,0
"4681","Maryland",2020-07-08,212,18,2,0
"4682","Maryland",2020-07-09,212,18,0,0
"4683","Maryland",2020-07-10,213,18,1,0
"4684","Maryland",2020-07-11,216,18,3,0
"4685","Maryland",2020-07-12,216,18,0,0
"4686","Maryland",2020-07-13,218,18,2,0
"4687","Maryland",2020-07-14,220,18,2,0
"4688","Maryland",2020-07-15,222,18,2,0
"4689","Maryland",2020-07-16,224,18,2,0
"4690","Maryland",2020-07-17,227,18,3,0
"4691","Maryland",2020-07-18,232,18,5,0
"4692","Maryland",2020-07-19,237,18,5,0
"4693","Maryland",2020-07-20,239,18,2,0
"4694","Maryland",2020-07-21,240,18,1,0
"4695","Maryland",2020-07-22,240,18,0,0
"4696","Maryland",2020-07-23,244,18,4,0
"4697","Maryland",2020-07-24,244,18,0,0
"4698","Maryland",2020-07-25,252,18,8,0
"4699","Maryland",2020-07-26,256,18,4,0
"4700","Maryland",2020-07-27,260,18,4,0
"4701","Massachusetts",2020-01-22,0,0,0,0
"4702","Massachusetts",2020-01-23,0,0,0,0
"4703","Massachusetts",2020-01-24,0,0,0,0
"4704","Massachusetts",2020-01-25,0,0,0,0
"4705","Massachusetts",2020-01-26,0,0,0,0
"4706","Massachusetts",2020-01-27,0,0,0,0
"4707","Massachusetts",2020-01-28,0,0,0,0
"4708","Massachusetts",2020-01-29,0,0,0,0
"4709","Massachusetts",2020-01-30,0,0,0,0
"4710","Massachusetts",2020-01-31,0,0,0,0
"4711","Massachusetts",2020-02-01,0,0,0,0
"4712","Massachusetts",2020-02-02,0,0,0,0
"4713","Massachusetts",2020-02-03,0,0,0,0
"4714","Massachusetts",2020-02-04,0,0,0,0
"4715","Massachusetts",2020-02-05,0,0,0,0
"4716","Massachusetts",2020-02-06,0,0,0,0
"4717","Massachusetts",2020-02-07,0,0,0,0
"4718","Massachusetts",2020-02-08,0,0,0,0
"4719","Massachusetts",2020-02-09,0,0,0,0
"4720","Massachusetts",2020-02-10,0,0,0,0
"4721","Massachusetts",2020-02-11,0,0,0,0
"4722","Massachusetts",2020-02-12,0,0,0,0
"4723","Massachusetts",2020-02-13,0,0,0,0
"4724","Massachusetts",2020-02-14,0,0,0,0
"4725","Massachusetts",2020-02-15,0,0,0,0
"4726","Massachusetts",2020-02-16,0,0,0,0
"4727","Massachusetts",2020-02-17,0,0,0,0
"4728","Massachusetts",2020-02-18,0,0,0,0
"4729","Massachusetts",2020-02-19,0,0,0,0
"4730","Massachusetts",2020-02-20,0,0,0,0
"4731","Massachusetts",2020-02-21,0,0,0,0
"4732","Massachusetts",2020-02-22,0,0,0,0
"4733","Massachusetts",2020-02-23,0,0,0,0
"4734","Massachusetts",2020-02-24,0,0,0,0
"4735","Massachusetts",2020-02-25,0,0,0,0
"4736","Massachusetts",2020-02-26,0,0,0,0
"4737","Massachusetts",2020-02-27,0,0,0,0
"4738","Massachusetts",2020-02-28,0,0,0,0
"4739","Massachusetts",2020-02-29,0,0,0,0
"4740","Massachusetts",2020-03-01,0,0,0,0
"4741","Massachusetts",2020-03-02,0,0,0,0
"4742","Massachusetts",2020-03-03,0,0,0,0
"4743","Massachusetts",2020-03-04,0,0,0,0
"4744","Massachusetts",2020-03-05,0,0,0,0
"4745","Massachusetts",2020-03-06,0,0,0,0
"4746","Massachusetts",2020-03-07,0,0,0,0
"4747","Massachusetts",2020-03-08,0,0,0,0
"4748","Massachusetts",2020-03-09,0,0,0,0
"4749","Massachusetts",2020-03-10,0,0,0,0
"4750","Massachusetts",2020-03-11,0,0,0,0
"4751","Massachusetts",2020-03-12,0,0,0,0
"4752","Massachusetts",2020-03-13,0,0,0,0
"4753","Massachusetts",2020-03-14,1,0,1,0
"4754","Massachusetts",2020-03-15,1,0,0,0
"4755","Massachusetts",2020-03-16,1,0,0,0
"4756","Massachusetts",2020-03-17,2,0,1,0
"4757","Massachusetts",2020-03-18,2,0,0,0
"4758","Massachusetts",2020-03-19,5,0,3,0
"4759","Massachusetts",2020-03-20,9,0,4,0
"4760","Massachusetts",2020-03-21,11,0,2,0
"4761","Massachusetts",2020-03-22,24,0,13,0
"4762","Massachusetts",2020-03-23,30,0,6,0
"4763","Massachusetts",2020-03-24,40,0,10,0
"4764","Massachusetts",2020-03-25,51,1,11,1
"4765","Massachusetts",2020-03-26,67,1,16,0
"4766","Massachusetts",2020-03-27,100,2,33,1
"4767","Massachusetts",2020-03-28,133,2,33,0
"4768","Massachusetts",2020-03-29,148,2,15,0
"4769","Massachusetts",2020-03-30,173,2,25,0
"4770","Massachusetts",2020-03-31,191,2,18,0
"4771","Massachusetts",2020-04-01,255,3,64,1
"4772","Massachusetts",2020-04-02,283,3,28,0
"4773","Massachusetts",2020-04-03,314,6,31,3
"4774","Massachusetts",2020-04-04,330,6,16,0
"4775","Massachusetts",2020-04-05,347,6,17,0
"4776","Massachusetts",2020-04-06,383,7,36,1
"4777","Massachusetts",2020-04-07,405,10,22,3
"4778","Massachusetts",2020-04-08,423,11,18,1
"4779","Massachusetts",2020-04-09,444,11,21,0
"4780","Massachusetts",2020-04-10,464,11,20,0
"4781","Massachusetts",2020-04-11,480,15,16,4
"4782","Massachusetts",2020-04-12,501,16,21,1
"4783","Massachusetts",2020-04-13,502,16,1,0
"4784","Massachusetts",2020-04-14,514,16,12,0
"4785","Massachusetts",2020-04-15,530,18,16,2
"4786","Massachusetts",2020-04-16,550,18,20,0
"4787","Massachusetts",2020-04-17,582,18,32,0
"4788","Massachusetts",2020-04-18,599,20,17,2
"4789","Massachusetts",2020-04-19,642,21,43,1
"4790","Massachusetts",2020-04-20,674,21,32,0
"4791","Massachusetts",2020-04-21,682,22,8,1
"4792","Massachusetts",2020-04-22,688,22,6,0
"4793","Massachusetts",2020-04-23,720,22,32,0
"4794","Massachusetts",2020-04-24,760,22,40,0
"4795","Massachusetts",2020-04-25,770,37,10,15
"4796","Massachusetts",2020-04-26,787,37,17,0
"4797","Massachusetts",2020-04-27,813,39,26,2
"4798","Massachusetts",2020-04-28,843,39,30,0
"4799","Massachusetts",2020-04-29,866,40,23,1
"4800","Massachusetts",2020-04-30,886,43,20,3
"4801","Massachusetts",2020-05-01,930,45,44,2
"4802","Massachusetts",2020-05-02,970,46,40,1
"4803","Massachusetts",2020-05-03,981,47,11,1
"4804","Massachusetts",2020-05-04,997,47,16,0
"4805","Massachusetts",2020-05-05,1008,48,11,1
"4806","Massachusetts",2020-05-06,1039,55,31,7
"4807","Massachusetts",2020-05-07,1065,57,26,2
"4808","Massachusetts",2020-05-08,1088,61,23,4
"4809","Massachusetts",2020-05-09,1112,66,24,5
"4810","Massachusetts",2020-05-10,1129,68,17,2
"4811","Massachusetts",2020-05-11,1138,73,9,5
"4812","Massachusetts",2020-05-12,1158,73,20,0
"4813","Massachusetts",2020-05-13,1178,79,20,6
"4814","Massachusetts",2020-05-14,1186,82,8,3
"4815","Massachusetts",2020-05-15,1208,86,22,4
"4816","Massachusetts",2020-05-16,1219,90,11,4
"4817","Massachusetts",2020-05-17,1224,93,5,3
"4818","Massachusetts",2020-05-18,1229,95,5,2
"4819","Massachusetts",2020-05-19,1253,96,24,1
"4820","Massachusetts",2020-05-20,1275,98,22,2
"4821","Massachusetts",2020-05-21,1282,99,7,1
"4822","Massachusetts",2020-05-22,1346,103,64,4
"4823","Massachusetts",2020-05-23,1357,107,11,4
"4824","Massachusetts",2020-05-24,1363,109,6,2
"4825","Massachusetts",2020-05-25,1373,110,10,1
"4826","Massachusetts",2020-05-26,1378,110,5,0
"4827","Massachusetts",2020-05-27,1385,111,7,1
"4828","Massachusetts",2020-05-28,1398,115,13,4
"4829","Massachusetts",2020-05-29,1408,116,10,1
"4830","Massachusetts",2020-05-30,1413,115,5,0
"4831","Massachusetts",2020-05-31,1420,116,7,1
"4832","Massachusetts",2020-06-01,1424,118,4,2
"4833","Massachusetts",2020-06-02,1430,118,6,0
"4834","Massachusetts",2020-06-03,1435,121,5,3
"4835","Massachusetts",2020-06-04,1443,121,8,0
"4836","Massachusetts",2020-06-05,1446,123,3,2
"4837","Massachusetts",2020-06-06,1450,123,4,0
"4838","Massachusetts",2020-06-07,1456,123,6,0
"4839","Massachusetts",2020-06-08,1458,123,2,0
"4840","Massachusetts",2020-06-09,1462,123,4,0
"4841","Massachusetts",2020-06-10,1467,127,5,4
"4842","Massachusetts",2020-06-11,1474,127,7,0
"4843","Massachusetts",2020-06-12,1479,127,5,0
"4844","Massachusetts",2020-06-13,1486,128,7,1
"4845","Massachusetts",2020-06-14,1487,130,1,2
"4846","Massachusetts",2020-06-15,1489,130,2,0
"4847","Massachusetts",2020-06-16,1494,131,5,1
"4848","Massachusetts",2020-06-17,1497,133,3,2
"4849","Massachusetts",2020-06-18,1502,135,5,2
"4850","Massachusetts",2020-06-19,1508,136,6,1
"4851","Massachusetts",2020-06-20,1513,136,5,0
"4852","Massachusetts",2020-06-21,1515,137,2,1
"4853","Massachusetts",2020-06-22,1517,138,2,1
"4854","Massachusetts",2020-06-23,1523,140,6,2
"4855","Massachusetts",2020-06-24,1525,140,2,0
"4856","Massachusetts",2020-06-25,1525,141,0,1
"4857","Massachusetts",2020-06-26,1530,143,5,2
"4858","Massachusetts",2020-06-27,1531,143,1,0
"4859","Massachusetts",2020-06-28,1532,144,1,1
"4860","Massachusetts",2020-06-29,1535,145,3,1
"4861","Massachusetts",2020-06-30,1538,144,3,0
"4862","Massachusetts",2020-07-01,1542,145,4,1
"4863","Massachusetts",2020-07-02,1547,147,5,2
"4864","Massachusetts",2020-07-03,1553,148,6,1
"4865","Massachusetts",2020-07-04,1553,149,0,1
"4866","Massachusetts",2020-07-05,1557,149,4,0
"4867","Massachusetts",2020-07-06,1561,150,4,1
"4868","Massachusetts",2020-07-07,1561,150,0,0
"4869","Massachusetts",2020-07-08,1563,150,2,0
"4870","Massachusetts",2020-07-09,1566,150,3,0
"4871","Massachusetts",2020-07-10,1570,151,4,1
"4872","Massachusetts",2020-07-11,1574,151,4,0
"4873","Massachusetts",2020-07-12,1578,151,4,0
"4874","Massachusetts",2020-07-13,1582,151,4,0
"4875","Massachusetts",2020-07-14,1586,152,4,1
"4876","Massachusetts",2020-07-15,1593,152,7,0
"4877","Massachusetts",2020-07-16,1596,152,3,0
"4878","Massachusetts",2020-07-17,1603,153,7,1
"4879","Massachusetts",2020-07-18,1612,154,9,1
"4880","Massachusetts",2020-07-19,1622,154,10,0
"4881","Massachusetts",2020-07-20,1635,154,13,0
"4882","Massachusetts",2020-07-21,1639,154,4,0
"4883","Massachusetts",2020-07-22,1644,154,5,0
"4884","Massachusetts",2020-07-23,1668,155,24,1
"4885","Massachusetts",2020-07-24,1680,155,12,0
"4886","Massachusetts",2020-07-25,1684,155,4,0
"4887","Massachusetts",2020-07-26,1693,155,9,0
"4888","Massachusetts",2020-07-27,1698,155,5,0
"4889","Michigan",2020-01-22,0,0,0,0
"4890","Michigan",2020-01-23,0,0,0,0
"4891","Michigan",2020-01-24,0,0,0,0
"4892","Michigan",2020-01-25,0,0,0,0
"4893","Michigan",2020-01-26,0,0,0,0
"4894","Michigan",2020-01-27,0,0,0,0
"4895","Michigan",2020-01-28,0,0,0,0
"4896","Michigan",2020-01-29,0,0,0,0
"4897","Michigan",2020-01-30,0,0,0,0
"4898","Michigan",2020-01-31,0,0,0,0
"4899","Michigan",2020-02-01,0,0,0,0
"4900","Michigan",2020-02-02,0,0,0,0
"4901","Michigan",2020-02-03,0,0,0,0
"4902","Michigan",2020-02-04,0,0,0,0
"4903","Michigan",2020-02-05,0,0,0,0
"4904","Michigan",2020-02-06,0,0,0,0
"4905","Michigan",2020-02-07,0,0,0,0
"4906","Michigan",2020-02-08,0,0,0,0
"4907","Michigan",2020-02-09,0,0,0,0
"4908","Michigan",2020-02-10,0,0,0,0
"4909","Michigan",2020-02-11,0,0,0,0
"4910","Michigan",2020-02-12,0,0,0,0
"4911","Michigan",2020-02-13,0,0,0,0
"4912","Michigan",2020-02-14,0,0,0,0
"4913","Michigan",2020-02-15,0,0,0,0
"4914","Michigan",2020-02-16,0,0,0,0
"4915","Michigan",2020-02-17,0,0,0,0
"4916","Michigan",2020-02-18,0,0,0,0
"4917","Michigan",2020-02-19,0,0,0,0
"4918","Michigan",2020-02-20,0,0,0,0
"4919","Michigan",2020-02-21,0,0,0,0
"4920","Michigan",2020-02-22,0,0,0,0
"4921","Michigan",2020-02-23,0,0,0,0
"4922","Michigan",2020-02-24,0,0,0,0
"4923","Michigan",2020-02-25,0,0,0,0
"4924","Michigan",2020-02-26,0,0,0,0
"4925","Michigan",2020-02-27,0,0,0,0
"4926","Michigan",2020-02-28,0,0,0,0
"4927","Michigan",2020-02-29,0,0,0,0
"4928","Michigan",2020-03-01,0,0,0,0
"4929","Michigan",2020-03-02,0,0,0,0
"4930","Michigan",2020-03-03,0,0,0,0
"4931","Michigan",2020-03-04,0,0,0,0
"4932","Michigan",2020-03-05,0,0,0,0
"4933","Michigan",2020-03-06,0,0,0,0
"4934","Michigan",2020-03-07,0,0,0,0
"4935","Michigan",2020-03-08,0,0,0,0
"4936","Michigan",2020-03-09,0,0,0,0
"4937","Michigan",2020-03-10,0,0,0,0
"4938","Michigan",2020-03-11,0,0,0,0
"4939","Michigan",2020-03-12,0,0,0,0
"4940","Michigan",2020-03-13,0,0,0,0
"4941","Michigan",2020-03-14,0,0,0,0
"4942","Michigan",2020-03-15,0,0,0,0
"4943","Michigan",2020-03-16,0,0,0,0
"4944","Michigan",2020-03-17,0,0,0,0
"4945","Michigan",2020-03-18,0,0,0,0
"4946","Michigan",2020-03-19,0,0,0,0
"4947","Michigan",2020-03-20,0,0,0,0
"4948","Michigan",2020-03-21,0,0,0,0
"4949","Michigan",2020-03-22,0,0,0,0
"4950","Michigan",2020-03-23,0,0,0,0
"4951","Michigan",2020-03-24,0,0,0,0
"4952","Michigan",2020-03-25,0,0,0,0
"4953","Michigan",2020-03-26,0,0,0,0
"4954","Michigan",2020-03-27,0,0,0,0
"4955","Michigan",2020-03-28,0,0,0,0
"4956","Michigan",2020-03-29,0,0,0,0
"4957","Michigan",2020-03-30,0,0,0,0
"4958","Michigan",2020-03-31,0,0,0,0
"4959","Michigan",2020-04-01,0,0,0,0
"4960","Michigan",2020-04-02,0,0,0,0
"4961","Michigan",2020-04-03,0,0,0,0
"4962","Michigan",2020-04-04,0,0,0,0
"4963","Michigan",2020-04-05,0,0,0,0
"4964","Michigan",2020-04-06,0,0,0,0
"4965","Michigan",2020-04-07,0,0,0,0
"4966","Michigan",2020-04-08,0,0,0,0
"4967","Michigan",2020-04-09,0,0,0,0
"4968","Michigan",2020-04-10,0,0,0,0
"4969","Michigan",2020-04-11,0,0,0,0
"4970","Michigan",2020-04-12,0,0,0,0
"4971","Michigan",2020-04-13,0,0,0,0
"4972","Michigan",2020-04-14,1,0,1,0
"4973","Michigan",2020-04-15,2,0,1,0
"4974","Michigan",2020-04-16,2,0,0,0
"4975","Michigan",2020-04-17,2,0,0,0
"4976","Michigan",2020-04-18,2,0,0,0
"4977","Michigan",2020-04-19,3,0,1,0
"4978","Michigan",2020-04-20,6,0,3,0
"4979","Michigan",2020-04-21,6,0,0,0
"4980","Michigan",2020-04-22,6,0,0,0
"4981","Michigan",2020-04-23,6,0,0,0
"4982","Michigan",2020-04-24,7,0,1,0
"4983","Michigan",2020-04-25,7,0,0,0
"4984","Michigan",2020-04-26,6,0,0,0
"4985","Michigan",2020-04-27,7,0,1,0
"4986","Michigan",2020-04-28,7,0,0,0
"4987","Michigan",2020-04-29,7,0,0,0
"4988","Michigan",2020-04-30,7,1,0,1
"4989","Michigan",2020-05-01,7,1,0,0
"4990","Michigan",2020-05-02,8,1,1,0
"4991","Michigan",2020-05-03,7,1,0,0
"4992","Michigan",2020-05-04,7,1,0,0
"4993","Michigan",2020-05-05,7,1,0,0
"4994","Michigan",2020-05-06,7,1,0,0
"4995","Michigan",2020-05-07,7,1,0,0
"4996","Michigan",2020-05-08,7,1,0,0
"4997","Michigan",2020-05-09,7,1,0,0
"4998","Michigan",2020-05-10,7,1,0,0
"4999","Michigan",2020-05-11,7,1,0,0
"5000","Michigan",2020-05-12,7,1,0,0
"5001","Michigan",2020-05-13,7,1,0,0
"5002","Michigan",2020-05-14,8,1,1,0
"5003","Michigan",2020-05-15,9,1,1,0
"5004","Michigan",2020-05-16,9,1,0,0
"5005","Michigan",2020-05-17,9,1,0,0
"5006","Michigan",2020-05-18,9,1,0,0
"5007","Michigan",2020-05-19,9,1,0,0
"5008","Michigan",2020-05-20,11,1,2,0
"5009","Michigan",2020-05-21,12,1,1,0
"5010","Michigan",2020-05-22,12,1,0,0
"5011","Michigan",2020-05-23,13,1,1,0
"5012","Michigan",2020-05-24,14,1,1,0
"5013","Michigan",2020-05-25,14,1,0,0
"5014","Michigan",2020-05-26,14,1,0,0
"5015","Michigan",2020-05-27,15,1,1,0
"5016","Michigan",2020-05-28,17,1,2,0
"5017","Michigan",2020-05-29,17,1,0,0
"5018","Michigan",2020-05-30,17,1,0,0
"5019","Michigan",2020-05-31,18,1,1,0
"5020","Michigan",2020-06-01,20,1,2,0
"5021","Michigan",2020-06-02,20,1,0,0
"5022","Michigan",2020-06-03,20,1,0,0
"5023","Michigan",2020-06-04,20,1,0,0
"5024","Michigan",2020-06-05,20,1,0,0
"5025","Michigan",2020-06-06,20,1,0,0
"5026","Michigan",2020-06-07,20,1,0,0
"5027","Michigan",2020-06-08,20,1,0,0
"5028","Michigan",2020-06-09,20,1,0,0
"5029","Michigan",2020-06-10,20,1,0,0
"5030","Michigan",2020-06-11,20,1,0,0
"5031","Michigan",2020-06-12,20,1,0,0
"5032","Michigan",2020-06-13,21,1,1,0
"5033","Michigan",2020-06-14,21,1,0,0
"5034","Michigan",2020-06-15,21,1,0,0
"5035","Michigan",2020-06-16,21,1,0,0
"5036","Michigan",2020-06-17,21,1,0,0
"5037","Michigan",2020-06-18,21,1,0,0
"5038","Michigan",2020-06-19,21,1,0,0
"5039","Michigan",2020-06-20,21,1,0,0
"5040","Michigan",2020-06-21,21,1,0,0
"5041","Michigan",2020-06-22,21,1,0,0
"5042","Michigan",2020-06-23,21,1,0,0
"5043","Michigan",2020-06-24,21,1,0,0
"5044","Michigan",2020-06-25,21,1,0,0
"5045","Michigan",2020-06-26,21,1,0,0
"5046","Michigan",2020-06-27,21,1,0,0
"5047","Michigan",2020-06-28,21,1,0,0
"5048","Michigan",2020-06-29,21,1,0,0
"5049","Michigan",2020-06-30,22,1,1,0
"5050","Michigan",2020-07-01,21,1,0,0
"5051","Michigan",2020-07-02,22,1,1,0
"5052","Michigan",2020-07-03,22,1,0,0
"5053","Michigan",2020-07-04,22,1,0,0
"5054","Michigan",2020-07-05,22,1,0,0
"5055","Michigan",2020-07-06,22,1,0,0
"5056","Michigan",2020-07-07,22,1,0,0
"5057","Michigan",2020-07-08,22,1,0,0
"5058","Michigan",2020-07-09,24,1,2,0
"5059","Michigan",2020-07-10,24,1,0,0
"5060","Michigan",2020-07-11,24,1,0,0
"5061","Michigan",2020-07-12,24,1,0,0
"5062","Michigan",2020-07-13,24,1,0,0
"5063","Michigan",2020-07-14,24,1,0,0
"5064","Michigan",2020-07-15,25,1,1,0
"5065","Michigan",2020-07-16,24,1,0,0
"5066","Michigan",2020-07-17,25,1,1,0
"5067","Michigan",2020-07-18,26,1,1,0
"5068","Michigan",2020-07-19,25,1,0,0
"5069","Michigan",2020-07-20,26,1,1,0
"5070","Michigan",2020-07-21,27,1,1,0
"5071","Michigan",2020-07-22,27,1,0,0
"5072","Michigan",2020-07-23,27,1,0,0
"5073","Michigan",2020-07-24,27,1,0,0
"5074","Michigan",2020-07-25,27,1,0,0
"5075","Michigan",2020-07-26,28,1,1,0
"5076","Michigan",2020-07-27,27,1,0,0
"5077","Minnesota",2020-01-22,0,0,0,0
"5078","Minnesota",2020-01-23,0,0,0,0
"5079","Minnesota",2020-01-24,0,0,0,0
"5080","Minnesota",2020-01-25,0,0,0,0
"5081","Minnesota",2020-01-26,0,0,0,0
"5082","Minnesota",2020-01-27,0,0,0,0
"5083","Minnesota",2020-01-28,0,0,0,0
"5084","Minnesota",2020-01-29,0,0,0,0
"5085","Minnesota",2020-01-30,0,0,0,0
"5086","Minnesota",2020-01-31,0,0,0,0
"5087","Minnesota",2020-02-01,0,0,0,0
"5088","Minnesota",2020-02-02,0,0,0,0
"5089","Minnesota",2020-02-03,0,0,0,0
"5090","Minnesota",2020-02-04,0,0,0,0
"5091","Minnesota",2020-02-05,0,0,0,0
"5092","Minnesota",2020-02-06,0,0,0,0
"5093","Minnesota",2020-02-07,0,0,0,0
"5094","Minnesota",2020-02-08,0,0,0,0
"5095","Minnesota",2020-02-09,0,0,0,0
"5096","Minnesota",2020-02-10,0,0,0,0
"5097","Minnesota",2020-02-11,0,0,0,0
"5098","Minnesota",2020-02-12,0,0,0,0
"5099","Minnesota",2020-02-13,0,0,0,0
"5100","Minnesota",2020-02-14,0,0,0,0
"5101","Minnesota",2020-02-15,0,0,0,0
"5102","Minnesota",2020-02-16,0,0,0,0
"5103","Minnesota",2020-02-17,0,0,0,0
"5104","Minnesota",2020-02-18,0,0,0,0
"5105","Minnesota",2020-02-19,0,0,0,0
"5106","Minnesota",2020-02-20,0,0,0,0
"5107","Minnesota",2020-02-21,0,0,0,0
"5108","Minnesota",2020-02-22,0,0,0,0
"5109","Minnesota",2020-02-23,0,0,0,0
"5110","Minnesota",2020-02-24,0,0,0,0
"5111","Minnesota",2020-02-25,0,0,0,0
"5112","Minnesota",2020-02-26,0,0,0,0
"5113","Minnesota",2020-02-27,0,0,0,0
"5114","Minnesota",2020-02-28,0,0,0,0
"5115","Minnesota",2020-02-29,0,0,0,0
"5116","Minnesota",2020-03-01,0,0,0,0
"5117","Minnesota",2020-03-02,0,0,0,0
"5118","Minnesota",2020-03-03,0,0,0,0
"5119","Minnesota",2020-03-04,0,0,0,0
"5120","Minnesota",2020-03-05,0,0,0,0
"5121","Minnesota",2020-03-06,0,0,0,0
"5122","Minnesota",2020-03-07,0,0,0,0
"5123","Minnesota",2020-03-08,0,0,0,0
"5124","Minnesota",2020-03-09,0,0,0,0
"5125","Minnesota",2020-03-10,0,0,0,0
"5126","Minnesota",2020-03-11,0,0,0,0
"5127","Minnesota",2020-03-12,0,0,0,0
"5128","Minnesota",2020-03-13,0,0,0,0
"5129","Minnesota",2020-03-14,0,0,0,0
"5130","Minnesota",2020-03-15,0,0,0,0
"5131","Minnesota",2020-03-16,0,0,0,0
"5132","Minnesota",2020-03-17,0,0,0,0
"5133","Minnesota",2020-03-18,0,0,0,0
"5134","Minnesota",2020-03-19,0,0,0,0
"5135","Minnesota",2020-03-20,0,0,0,0
"5136","Minnesota",2020-03-21,0,0,0,0
"5137","Minnesota",2020-03-22,0,0,0,0
"5138","Minnesota",2020-03-23,0,0,0,0
"5139","Minnesota",2020-03-24,0,0,0,0
"5140","Minnesota",2020-03-25,0,0,0,0
"5141","Minnesota",2020-03-26,0,0,0,0
"5142","Minnesota",2020-03-27,0,0,0,0
"5143","Minnesota",2020-03-28,0,0,0,0
"5144","Minnesota",2020-03-29,0,0,0,0
"5145","Minnesota",2020-03-30,0,0,0,0
"5146","Minnesota",2020-03-31,0,0,0,0
"5147","Minnesota",2020-04-01,0,0,0,0
"5148","Minnesota",2020-04-02,0,0,0,0
"5149","Minnesota",2020-04-03,0,0,0,0
"5150","Minnesota",2020-04-04,0,0,0,0
"5151","Minnesota",2020-04-05,0,0,0,0
"5152","Minnesota",2020-04-06,0,0,0,0
"5153","Minnesota",2020-04-07,0,0,0,0
"5154","Minnesota",2020-04-08,0,0,0,0
"5155","Minnesota",2020-04-09,0,0,0,0
"5156","Minnesota",2020-04-10,0,0,0,0
"5157","Minnesota",2020-04-11,0,0,0,0
"5158","Minnesota",2020-04-12,0,0,0,0
"5159","Minnesota",2020-04-13,0,0,0,0
"5160","Minnesota",2020-04-14,0,0,0,0
"5161","Minnesota",2020-04-15,0,0,0,0
"5162","Minnesota",2020-04-16,0,0,0,0
"5163","Minnesota",2020-04-17,1,0,1,0
"5164","Minnesota",2020-04-18,1,0,0,0
"5165","Minnesota",2020-04-19,1,0,0,0
"5166","Minnesota",2020-04-20,1,0,0,0
"5167","Minnesota",2020-04-21,1,0,0,0
"5168","Minnesota",2020-04-22,1,0,0,0
"5169","Minnesota",2020-04-23,1,0,0,0
"5170","Minnesota",2020-04-24,1,0,0,0
"5171","Minnesota",2020-04-25,1,0,0,0
"5172","Minnesota",2020-04-26,1,0,0,0
"5173","Minnesota",2020-04-27,1,0,0,0
"5174","Minnesota",2020-04-28,1,0,0,0
"5175","Minnesota",2020-04-29,1,0,0,0
"5176","Minnesota",2020-04-30,1,0,0,0
"5177","Minnesota",2020-05-01,1,0,0,0
"5178","Minnesota",2020-05-02,1,0,0,0
"5179","Minnesota",2020-05-03,1,0,0,0
"5180","Minnesota",2020-05-04,1,0,0,0
"5181","Minnesota",2020-05-05,1,0,0,0
"5182","Minnesota",2020-05-06,1,0,0,0
"5183","Minnesota",2020-05-07,1,0,0,0
"5184","Minnesota",2020-05-08,2,0,1,0
"5185","Minnesota",2020-05-09,2,0,0,0
"5186","Minnesota",2020-05-10,2,0,0,0
"5187","Minnesota",2020-05-11,2,0,0,0
"5188","Minnesota",2020-05-12,2,0,0,0
"5189","Minnesota",2020-05-13,2,0,0,0
"5190","Minnesota",2020-05-14,2,0,0,0
"5191","Minnesota",2020-05-15,2,0,0,0
"5192","Minnesota",2020-05-16,3,0,1,0
"5193","Minnesota",2020-05-17,3,0,0,0
"5194","Minnesota",2020-05-18,4,0,1,0
"5195","Minnesota",2020-05-19,4,0,0,0
"5196","Minnesota",2020-05-20,4,0,0,0
"5197","Minnesota",2020-05-21,4,0,0,0
"5198","Minnesota",2020-05-22,4,0,0,0
"5199","Minnesota",2020-05-23,6,0,2,0
"5200","Minnesota",2020-05-24,6,0,0,0
"5201","Minnesota",2020-05-25,6,0,0,0
"5202","Minnesota",2020-05-26,7,0,1,0
"5203","Minnesota",2020-05-27,7,0,0,0
"5204","Minnesota",2020-05-28,7,0,0,0
"5205","Minnesota",2020-05-29,7,0,0,0
"5206","Minnesota",2020-05-30,8,0,1,0
"5207","Minnesota",2020-05-31,8,0,0,0
"5208","Minnesota",2020-06-01,8,0,0,0
"5209","Minnesota",2020-06-02,11,0,3,0
"5210","Minnesota",2020-06-03,11,0,0,0
"5211","Minnesota",2020-06-04,11,0,0,0
"5212","Minnesota",2020-06-05,12,0,1,0
"5213","Minnesota",2020-06-06,12,0,0,0
